Workshop Name,Beschreibung,Studio Name,Location,Category,Date,URL_E,Time
,"In diesem Workshop dreht sich alles um Spinning Pole Combos. Welche Tricks kann man sehr gut an der Spinning Pole machen? Drehe ich besser vorwärts oder rückwärts? Wo sind Schwungpunkte in einer Combo? All diese Fragen und noch mehr beantworte ich dir in diesem Workshop. Selbstverständlich anhand mehrerer kleiner Combos. Du solltest in folgenden Figuren sicher sein: Invert, Outside und Inside Leg hang sowie Butterfly und Flatline Scorpio. Format: Online Du brauchst: Selbstverständlich eine Pole ;) Dauer: 90 Minuten Der Kurs wird Online über Zoom stattfinden. Eine Aufzeichnung wird ebenfalls aufgenommen und kann für 24h angeschaut werden. Der Link zur Aufzeichnung wird nach dem Kurs an die in Eversports hinterlegte E-Mail Adresse versendet.",Yoga and Pole Art by Selina,"Diese Aktivität wird im Online Stream übertragen. Um teilzunehmen, folge diesen Schritten:",Poledance,"Mittwoch, 1. Mai 2024",https://www.eversports.de/e/workshop/bi8m5zs,11:00 - 12:30
,"In diesem Workshop Special zeige ich dir, wie du das Yoga Rad optimal für deine Backbends nutzen und dadurch verbessern kannst. Es wird mehrere Sequenzen geben, die aufeinander aufbauen, um sich am Ende besser und vor allem sicherer und stabiler im Backbend zu fühlen. Zusätzlich erkläre ich dir unterschiedliche Atemtechniken, die dich bei den Rückbeugen unterstützen werden. Der Kurs ist für jedes Yogi Level geeignet. Es wird zu den Übungen immer eine leichte, mittlere und schwerere Option geben. Format: Online & 24h Aufzeichnung falls man nicht dran teilnehmen kann (Achtung: Eine Aufzeichnung entsteht nur, wenn zwei Personen Live dabei sind!) Du brauchst: Ein Yoga Rad mind. Durchmesser 33cm, 2 Yoga Blöcke, eine Matte und Geduld ;) Dauer: 90 Minuten",Yoga and Pole Art by Selina,"Diese Aktivität wird im Online Stream übertragen. Um teilzunehmen, folge diesen Schritten:",Yoga Wheel,"Sonntag, 19. Mai 2024",https://www.eversports.de/e/workshop/ccLkJAE,11:00 - 12:30
,"Akrobatische Figuren zu bauen fördert die Beweglichkeit, die Kraft und trainiert die Koordination. Aber es gibt noch einen viel wichtigeren Grund warum du diesen Workshop buchen solltest. Es macht unglaublich viel Spaß und bringt Menschen näher. Washington und Gaby sind leidenschaftliche Artisten und unterrichten nun zum zweiten mal bei uns den Partner Akrobatik Workshop. Schon beim letzten mal konnten Sie unsere Schüler mit außergewöhnlichen Vorübungen und interessanten Figuren begeistern. Auch dieses Mal wird wieder mit einer Menge Fun die Balance und Kraft trainiert. Du kannst auch ohne Partner kommen! Es findet sich immer jemand der mit dir die Übung gemeinsam ausführen wird. Tag: 04.02.23 Uhrzeit: 17 Bis 18:15 uhr Preis Externe 35€ Preis Abo Mitglieder 30€",Pole Paradise,Ticket Mitglieder,Akrobatik,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/1zI8wYx,17:00 - 18:15
,"-Be my Exotic Valentine- Das ist das Motto für diesen Exotic Pole Workshop. Im romantischen Stil lassen wir unsere Sinnlichkeit auf High Heels tanzen. Bringt gerne Heels, Knieschoner und ein rotes Outfit mit, wenn ihr habt. Aber auch ohne ist eine Teilnahme möglich. Am Ende wird es Zeit geben, um Videos und Bilder zu machen. Tag: 17.02.23 16:00-18:00 Uhr All Levels are welcome!",Pole Paradise,Ticket Abo Mitglieder,Tanzen,"Samstag, 17. Februar 2024",https://www.eversports.de/e/workshop/NLk1782,16:00 - 18:00
,"In diesem Kurs zeigen wir dir, wie du Pole-Bewegungen und Tricks mit lyrischem Tanz auf eine coole Art verbindest. Der lyrische Tanz ist nicht nur elegant, sondern auch mega ausdrucksstark – hier geht es um Emotionen und die Freiheit der Bewegung! Wir setzen noch einen drauf, indem wir auch Contemporary-Elemente einbauen. Das wird nicht nur kraftvoll und mitreißend, sondern bringt auch deine Fluidität auf und neben dem Pole auf das nächste Level. Sei dabei und lass dich von der Fusion aus Anmut und Power mitreißen!",Flow Fusion Pole-Aerial-Dance Studio,"Platenstraße 64, 90441 Nürnberg",Choreographie,"Donnerstag, 22. Februar 2024",https://www.eversports.de/e/workshop/pcj6I1Q,19:00 - 20:30
,"Wer schon immer eine sexy, hypnotische und zu gleich graziöse Choreografie an der Pole erlernen wollte, ist hier genau richtig, ob in High Heels oder ohne, wir erlernen nicht nur eine kleine Choreo mit fließenden Bewegungen aus dem Bereich des Exotic Poledance, sondern finden auch ein Stück mehr zu unserem Selbstbewusstsein und unserer Weiblichkeit. --> um euch anzumelden schreibt mir bitte einer Email oder auf WhatsApp/Instagram --> eine kostenlose Stornierung ist 24 Stunden vor Kursbeginn möglich, möchtet ihr danach stornieren, ist die volle Kursgebühr zu entrichten --> bucht ihr beide Workshops (Heels Pole und Floorplay) kostet es insgesamt nur 90,00 Euro",PoleFit Aline Sustrath,17:30 - 19:00,Poledance,"Freitag, 26. Januar 2024",https://www.eversports.de/e/workshop/cMAYTid,17:30 - 19:00
,"Bei diesem Workshop konzentrieren wir uns auf sinnliche Bewegungen ausschließlich auf dem Boden, in Kombination mit Kontakt zur Pole. Es werden viele Elemente aus dem Bereich der Strip Plastic und auch aus dem Exotik Poledance in der Choreografie zu finden sein. Auch bei diesem Workshop steht unsere Weiblichkeit im Vordergrund. Bitte bringt lange Sporthosen, Socken und ein paar Knieschoner mit. --> Geeignet für jedes Level ---> bucht ihr beide Workshops (Heels Pole und Floorplay) kostet es insgesamt nur 90,00 Euro --> um euch anzumelden schreibt mir bitte einer Email oder auf WhatsApp/Instagram --> eine kostenlose Stornierung ist 24 Stunden vor Kursbeginn möglich, möchtet ihr danach stornieren, ist die volle Kursgebühr zu entrichten",PoleFit Aline Sustrath,19:30 - 21:00,Poledance,"Freitag, 26. Januar 2024",https://www.eversports.de/e/workshop/VKmdxO2,19:30 - 21:00
,"Burlesque-Workshop für Einsteiger:innen mit Burlesque-Künstlerin Chouchou Magique   Lerne die wundervoll glamouröse und verführerische Kunst des Burlesque kennen! In diesem Workshop schnuppern wir in die Burlesque Basics und lernen eine kleine, einfache Choreozu einem klassischen Burlesque-Lied. Ein bisschen Catwalk, ein bisschen Tease und ganz viel Sexyness warten auf dich.  Hast du Lust auf Sinnlichkeit, Eleganz und Spaß? Dann ist dieser Workshop genau das richtige für dich! Dauer: 2 Stunden Vorkenntnisse: Keine Vorkenntnisse notwendig Dozentin: Chouchou Magique Kosten: 70€ inkl. 1 Glas Sekt    Info für Teilnehmer:innen: Als Trainingskleidung eignen sich am besten enge, Körperbetonte Kleidung, in der man sich gut bewegen kann(z.B. Leggings und Tanktop). Gerne auch sexy und/oder zum Thema Burlesque passend. Es wird keine Kleidung ausgezogen.  Für das Catwalk-Warm-up auch gerne hohe Schuhe mitbringen, in denen man gut laufen kann. Barfuß ist aber auch kein Problem.  Link: https://saarland-burlesque-society.de/",PoleFit Aline Sustrath,Burlesque Workshop,Poledance,"Samstag, 2. März 2024",https://www.eversports.de/e/workshop/F0nh2br,16:00 - 18:00
,"Möchtest du auch gerne mal deine tänzerische Seite rauslassen? Dann ist unser Chair Dance Workshop perfekt für dich. Denn viel aufregender als nur auf einem Stuhl herumzusitzen ist der ästhetische Tanz vor, neben und auf dem Stuhl. Es erwartet dich eine großartige Choreografie, die neben tänzerischen Elementen auch etwas Floorwork und akrobatische Elemente beinhaltet. Für diesen Workshop sind keinerlei Vorkenntnisse notwendig.  Bitte bringe eine Leggins, Knieschoner und ein T-Shirt mit zum Workshop. Der Workshop kostet für Mitglieder einen Aufpreis von 6,00€.",Pole and Move Ketsch,Einzelticket,Fitness,"Samstag, 27. Januar 2024",https://www.eversports.de/e/workshop/d8-2jYm,12:30 - 13:40
,"Bist du bereit, deine Hüften zu bewegen und den Rhythmus zu spüren? 🤭 Willkommen zu unserem Twerking-Workshop! Twerking ist mehr als nur ein Tanzstil - es ist eine Ausdrucksform, die deine Kreativität und dein Selbstbewusstsein zum Ausdruck bringt.  In diesem Workshop lernst du: Welche Vorteile bieten die Twerking? Und das alles während du jede Menge Spaß hast!  Für unseren Twerking Workshop brauchst du keinerlei Vorkenntnisse, du musst einfach nur Lust haben etwas Neues zu lernen  Bitte bringe Knieschoner mit zum Workshop. Der Workshop kostet für Mitglieder einen Aufpreis von 6,00€.",Pole and Move Ketsch,Einzelticket,Poledance,"Samstag, 27. Januar 2024",https://www.eversports.de/e/workshop/m2bIKF_,13:45 - 14:55
,"Burlesque geht auf das italienische Wort ""burla"" zurück, was so viel wie ""Spaß"" bedeutet. Und genau den wirst du in diesem Workshop haben! Denn mittlerweile gehört auch Burlesque nicht mehr hinter verschlossene Türen. Du wirst lernen wie du dich sinnlich bewegst und auf witzige Weise verführst. Dabei kannst du eine ganz neue Seite an dir entdecken und und deine innere Burlesque-Tänzerin zum lachen bringen. Für diesen Workshop brauchst du keinerlei Vorerfahrungen. Dieser Workshop kostet für Mitglieder einen Aufpreis von 6€.",Pole and Move Ketsch,Einzelticket,Fitness,"Samstag, 2. März 2024",https://www.eversports.de/e/workshop/nZwqDWw,12:30 - 13:40
,"Du möchtest gerne den Handstand lernen und dir fehlt Geschicklichkeit oder Kraft? In diesem Workshop werden die Basics für den Handstand an der Pole geübt. Keine Sorge, du musst den Handstand nicht können oder perfekt halten. Dir werden Tricks gezeigt, wie du den Handstand besser halten kannst und Tipps gegeben welche Kraftübungen zum Ziel führen können. Es werden außerdem elegante Handstand Shapes mit passenden Transitions geübt. Dieser Workshop kostet 6 Euro Aufpreis.",Pole and Move Ketsch,Einzelticket,Fitness,"Samstag, 2. März 2024",https://www.eversports.de/e/workshop/NCNYd8p,13:45 - 14:55
,"Wir tauschen den Glaspantoffel gegen ein Paar Pleaser und tanzen eine sexy Pole Choreo mit vielen Bodenelementen. Wir konzentrieren uns auf die Kunst des Teasens und legen auch Kleidungsstücke ab. Bringt also am besten eine lockere Bluse/Hemd zum Aufknöpfen mit. Level: All Levels - Sichere Schulterrollen helfen dir, den Workshop voll auskosten zu können Early Bird Preis bis 30.11.2023: 55,00 € Regulärer Preis: 60,00 €",Nordpole,"Mendelssohnstraße 15B, 22761 Hamburg",Poledance,"Samstag, 27. Januar 2024",https://www.eversports.de/e/workshop/eNLYiTi,15:00 - 16:15
,"Hair Flicks, Heels Clacks, Crazy Legs & Booty Popping! Wir spielen mit verschiedenen Kombos, wie man sie im Stripclub zu sehen bekommt. Am Ende habt ihr dann noch die Möglichkeit, das Erlernte in einem Freestyle zu variieren. Bring deine höchsten Heels, dein knappstes Höschen und Kneepads mit. All level. Ein bisschen Floorwork & Heels Erfahrung wie z.B. Schulterrollen sind von Vorteil. Early Bird Preis bis 30.11.23: 55,00 € Regulärer Preis: 60,00 €",Nordpole,"Mendelssohnstraße 15B, 22761 Hamburg",Poledance,"Samstag, 27. Januar 2024",https://www.eversports.de/e/workshop/kP5QagX,16:30 - 17:45
,"Der Invert ist eine der wichtigsten Grundlagen im Pole und ist die Basis für viele weitere Tricks. Neben einem hohen Maß an Kraft erfordert er auch eine gute Koordination & Körpergefühl. Dir fällt der Invert schwer? Irgendwie kommst du hoch, aber schön sieht das nicht aus und es fühlt sich nicht sicher an? Oder du möchtest generell deine Inverts auf ein neues Level bringen, ihnen mehr Leichtigkeit & Eleganz verleihen? In diesem Workshop beschäftigen wir uns mit 3 Schritten, um herauszufinden, welcher deine Pole Inverts schwer und messy aussehen lässt und wie du sie stark und sauber machst. Ich zeige dir die richtige Technik, Übungen und die häufigsten Fehler.",Body meets Soul Leipzig,"Gabelsbergerstraße 1a, 04317 Leipzig",Polesport,"Samstag, 24. Februar 2024",https://www.eversports.de/e/workshop/uO9N1VQ,12:45 - 14:15
,"Du bist neugierig und möchtest Polefitness einmal ganz unverbindlich ausprobieren,kennenlernen?! Dann bist du in diesem Kurs genau richtig. Melde dich an und erlerne die ersten Basics an der Pole. In angenehmer Atmosphäre kannst du dich von diesem Sport begeistern lassen. Du benötigst keine Vorerfahrungen oder besondere Fähigkeiten. Hier fangen alle bei Null an. Sei dabei !",PoleathletiX,"Industriestr 10, 22927 Celle",Poledance,"Begann am Mittwoch, 10. Januar 2024",https://www.eversports.de/e/workshop/bFfG7kg,"Industriestr 10, 22927 Celle"
,"Das Krankenkassen zertifizierte Konzept „Pilates- Die sanfte Kraft“ beinhaltet 10 Einheiten á 60 Minuten. Diese beginnen Donnerstag den 11.01.24 und enden am Donnerstag den 14.03.24.  In diesem Kurs steht deine persönliche Rückengesundheit im Vordergrund.  Gleichzeitig steigert das sanfte Training durch ruhige Übungen unter Einbeziehung der bewussten Atmung deine Entspannungsfähigkeit und somit deine psychischen Ressourcen. Die Kosten des Kurses betragen 120€ und werden von deiner Krankenkasse bis zu 100% bezuschusst.  Informiere dich doch ruhig vorab bei deiner Krankenkasse wie hoch deren Bezuschussung für diesen Kurs ausfällt, damit du deine eigenen anfallenden Kosten direkt kalkulieren kannst. Natürlich kannst du diesen Kurs aber auch ganz unabhängig von deiner Krankenkasse buchen. Benötigte Kleidung: Achte auf bequeme, bewegliche Sportkleidung. Eine Jacke oder Decke empfiehlt sich für die Schlussentspannung dabei zu haben.  Bitte bringe zu deinem Training immer etwas zu Trinken mit und achte darauf weder mit leerem, noch mit vollem Magen zu trainieren. Im Notfall kann ein Müsliriegel oder eine Banane schon Wunder wirken ;) Sei dabei und melde dich direkt an. Es ist eine Investition in dich und deine Gesundheit. 🫶🏼l",PoleathletiX,"Ticket für Do. 01.02.2024, 17:15 - 18:15",Pilates,"Begann am Donnerstag, 11. Januar 2024",https://www.eversports.de/e/workshop/fWcLCKr,"Industriestr 10, 22927 Celle"
,"Du bist neugierig und möchtest Polefitness einmal ganz unverbindlich ausprobieren,kennenlernen?! Dann bist du in diesem Kurs genau richtig. Melde dich an und erlerne die ersten Basics an der Pole. In angenehmer Atmosphäre kannst du dich von diesem Sport begeistern lassen. Du benötigst keine Vorerfahrungen oder besondere Fähigkeiten. Hier fangen alle bei Null an. Sei dabei ! Das solltest du beim Training dabei haben:-etwas zum trinken-ein kleines Handtuch-lange, elastische Sportkleidung, Kuschelsocken -kurze Kleidung für den nötigen Grip an der Pole",PoleathletiX,"Industriestr 10, 22927 Celle",Poledance,"Begann am Freitag, 12. Januar 2024",https://www.eversports.de/e/workshop/Tb_3jSS,"Industriestr 10, 22927 Celle"
,Jumping Fitness,PoleathletiX,"Ticket für Mo. 12.02.2024, 18:00 - 19:00",Bodyfit,"Beginnt am Montag, 29. Januar 2024",https://www.eversports.de/e/workshop/BCHRRb3,"Industriestr 10, 22927 Celle"
,"Chair Dance ist eine Tanzform, bei der ein Stuhl als Requisit für kreative und ausdrucksstarke Bewegungen genutzt wird. Innerhalb des Workshops erlernst du Schritt für Schritt eine kleine Choreografie in welcher Eleganz und Ausdruck miteinander verbunden wird. Bitte bringe zu diesem Workshop saubere Turnschuhe mit und trage Kleidung die flexibel ist und in der du dich wohl fühlst. Ebenso solltest du auch für diese Stunde etwas zum trinken dabei haben.Ich freue mich auf dich!",PoleathletiX,"Industriestr 10, 22927 Celle",Bodyfit,"Dienstag, 6. Februar 2024",https://www.eversports.de/e/workshop/LuQ-jUD,19:15 - 20:15
,"Du bist neugierig und möchtest Polefitness einmal ganz unverbindlich ausprobieren,kennenlernen?! Dann bist du in diesem Kurs genau richtig. Melde dich an und erlerne die ersten Basics an der Pole. In angenehmer Atmosphäre kannst du dich von diesem Sport begeistern lassen. Du benötigst keine Vorerfahrungen oder besondere Fähigkeiten. Hier fangen alle bei Null an. Sei dabei !",PoleathletiX,17:00 - 18:00,Poledance,"Beginnt am Mittwoch, 7. Februar 2024",https://www.eversports.de/e/workshop/wpcpX0U,"Industriestr 10, 22927 Celle"
,"Dieser Kurs richtet sich an frisch gebackene Mütter ab 10 Woche nach Entbindung bis 12 Monate nach Entbindung unter dem Motto ""Mehr Kraft und Fitness für Mütter, dank funktionellem Ganzkörpertraining."" YoungMamaFit ist ein Krankenkassen zertifiziertes Kurskonzept und wird finanziell bis zu 100% von deiner Krankenkasse übernommen.Inhalte des Kurses sind Muskelkräftigung, Entspannung, Steigerung der Ausdauer, Mobilisation und Dehnfähigkeit.In 10 Trainingseinheiten werden dir diese Bereiche zu einem besseren Wohlbefinden verhelfen können. Ebenso steht die Stabilisation und das Training der Bauchmuskulatur und des Beckenbodens im Fokus.Der Kurs ist perfekt als Ergänzung zu einem Rückbildungskurs. Du kannst ihn parallel absolvieren, oder im Anschluss eines Rückbildungskurses. Dein Baby ist bei diesem Training herzlichst Willkommen. Bitte bringe zum Training etwas zum trinken mit, wärmende, elastische Kleidung, mit der Möglichkeit zum ablegen einiger Kleidungsstücke (Zwiebellook). Wir trainieren ohne Schuhe. Entweder Barfuß, oder gern auch mit ABS-Socken. Solltest du noch ungeklärte Fragen auf dem Herzen haben, so schreibe gern eine Nachricht. (Whatsapp, Instagram, E-Mail) ",PoleathletiX,"Ticket für Do. 15.02.2024, 10:15 - 11:15",Bodyfit,"Beginnt am Donnerstag, 8. Februar 2024",https://www.eversports.de/e/workshop/csrqGyT,"Industriestr 10, 22927 Celle"
,In unserem Workshop 'Twerk it' lernst du Twerking Basic Moves zusammengesetzt zu einer einfachen Choreographie. Spaß an rhythmischen Bewegungen stehen hier im Vordergrund. Bitte zum Workshop mitbringen:°ein sauberes Paar Turnschuhe°etwas zum trinken°idealerweise auch Knieschoner,PoleathletiX,"Industriestr 10, 22927 Celle",Pound Fit,"Sonntag, 11. Februar 2024",https://www.eversports.de/e/workshop/rXgOpSM,12:00 - 13:00
,"Chair Dance ist eine Tanzform, bei der ein Stuhl als Requisit für kreative und ausdrucksstarke Bewegungen genutzt wird. Innerhalb des Workshops erlernst du Schritt für Schritt eine kleine Choreografie in welcher Eleganz und Ausdruck miteinander verbunden wird. Bitte bringe zu diesem Workshop saubere Turnschuhe mit und trage Kleidung die flexibel ist und in der du dich wohl fühlst. Ebenso solltest du auch für diese Stunde etwas zum trinken dabei haben.Ich freue mich auf dich!",PoleathletiX,"Industriestr 10, 22927 Celle",Bodyfit,"Dienstag, 20. Februar 2024",https://www.eversports.de/e/workshop/GPwT8hl,19:15 - 20:15
