Workshop Name,Beschreibung,Studio Name,Location,Category,Date,URL_E,Time
,"Breathwork ist ein überbegriff für viele verschiedene Atemtechniken. Mit der Zirkulaer verbunden Atmung, die du in diese Sessions kennenlernen wirst, wirst du in einen tieferen Bewusstseinszustand versetzt. Dies ist ganz physkalisch erklärbar und wird das limbische System in deinem Gehirn atktivieren. Dadurch kannst du die innere Stimme stummschalten und fühlen, was wirklich in dir vor sich geht. Lass den Stress los, fühle die Emotionen und finde die Klarheit die du brauchst. Dieser Workshop ist für alle geeignet, die sich im Mindset und auf der mentalen Ebene weiterentwickeln wollen. Also gern Freund/Freundin, Bekannten und Verwanden bescheid sagen und eintauchen in eine neue Ebene des Bewusstseins. Es ist gut für eine Atemsession, wenn der Magen nicht zu sehr gefüllt ist.",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/edFh1ih,10:30 - 12:00
,"AL wIFToSr k&s hHoOpLD tSh at will help you to get stronger! They say ‘consistency is key’ and it definitely is, but before you can be consistence in something youneed to know how. In this workshop Dineke will show how to start with of deadlifts and explain the technique of her favourite power holds. She willshow step by step how to train for this. Because tricks like these aren’t going to happen overnight, you gotta work for it! You will start with several prepexercises on the floor that will help you build up strength for those specific tricks. In part two we’ll work with resistances bands and/or a pole buddythat will help you getting stronger and use the right techniques. During this workshop Dineke will give you options to make the giving exercises easieror harder. So, no matter what your level is, you will be challenged! alle Level",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/l467buh,12:15 - 13:45
,This workshop consists of signature pole tricks and transitions. We will learn withstep-by-step explanations of how to get all of them.«Make the hard ones look easy and the easy ones look hard» - Walter Hagen ab beg/int,Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/fvmjDvJ,12:15 - 13:45
,"A workshop filled with Dineke’s favourite flexy back moves. Thewarming-up will be followed by an intense back and shoulder stretchsession. Dineke will teach you her stretch routine, including floor andpole stretches. In the second part of this workshop we’ll go the pole.Step by step you’ll learn the techniques of the most pretty/badassflexy back tricks and combinations. all Levels",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/_YEPqgy,14:30 - 16:00
,"In this class, we are going to dance.The dance style of the choreography will becontemporary.Our aim is to improve musicality, dance, and artistic skills. all Level",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/J71eKxz,14:30 - 16:00
,"A workshop full with Dineke’s favourite acrobatic and dynamic pole tricks. When it comes to acro and dynamics the options are countless. After thewarming-up we’ll start with technique training for moves like advanced static (regrip) spins, the gainer, several regrips and many other tricks. Whenthe technique is clear we’ll move on to the full moves and finish the workshop with some ultra badass combo’s. ab inermediate",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/K-hife3,11:00 - 12:30
,"Lasst uns in einen kreativen Workshop mit Tanzbasics und Ästhetik eintauchen. Impulse für mehr Flow in euren Übergängen und ein gemeinsamer choreographischer Prozess sollen helfen, Momente wertvoller zu gestalten und eure Routinen mit Eleganz und Leichtigkeit zu füllen. Sebastian hat seine Tanzausbildung unter anderem an der John-Cranko Schule in Stuttgart und an der National Ballet School in Canada erhalten. Nach seiner Bühnenkarriere als Solist beim Leipziger Ballett ist er neben seiner Inspiziententätigkeit als Ballettdozent, Choreograph und Tanzcoach gefragt. Seine Kenntnisse aus über 25 Jahren Tanz kann Sebastian seit letztem Jahr auch in seine Tätigkeit als Health Coordinator des Leipziger Balletts einbringen.",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/xaEtNcz,11:00 - 12:30
,"A workshop filled with acrobatic handstands in and around the pole. There are so many options when itcomes to pole handstands, including head- and forearm stands. Holds, backbends, jumps, combinationsand lifts. You’ll learn all about the techniques of the many (pole) handstands. Placing of the hands,positioning of the body, momentum, strength and control. Level: ab beg/int",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/wiYgBoM,12:45 - 14:15
,"Lasst uns in einen kreativen Workshop mit Tanzbasics und Ästhetik eintauchen. Impulse für mehr Flow in euren Übergängen und ein gemeinsamer choreographischer Prozess sollen helfen, Momente wertvoller zu gestalten und eure Routinen mit Eleganz und Leichtigkeit zu füllen. Sebastian hat seine Tanzausbildung unter anderem an der John-Cranko Schule in Stuttgart und an der National Ballet School in Canada erhalten. Nach seiner Bühnenkarriere als Solist beim Leipziger Ballett ist er neben seiner Inspiziententätigkeit als Ballettdozent, Choreograph und Tanzcoach gefragt. Seine Kenntnisse aus über 25 Jahren Tanz kann Sebastian seit letztem Jahr auch in seine Tätigkeit als Health Coordinator des Leipziger Balletts einbringen.",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/6-MAo7Z,12:45 - 14:15
,"This class focuses on pretty pole shapes with geometrical lines and goodsymmetry.Some of the shapes transferred from the yoga, and some of them were created onthe pole directly. beg/int",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/GVnc2YT,15:00 - 16:30
,"Breathwork ist ein überbegriff für viele verschiedene Atemtechniken. Mit der Zirkulaer verbunden Atmung, die du in diese Sessions kennenlernen wirst, wirst du in einen tieferen Bewusstseinszustand versetzt. Dies ist ganz physkalisch erklärbar und wird das limbische System in deinem Gehirn atktivieren. Dadurch kannst du die innere Stimme stummschalten und fühlen, was wirklich in dir vor sich geht. Lass den Stress los, fühle die Emotionen und finde die Klarheit die du brauchst. Dieser Workshop ist für alle geeignet, die sich im Mindset und auf der mentalen Ebene weiterentwickeln wollen. Also gern Freund/Freundin, Bekannten und Verwanden bescheid sagen und eintauchen in eine neue Ebene des Bewusstseins. Es ist gut für eine Atemsession, wenn der Magen nicht zu sehr gefüllt ist.",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/Une0T_w,15:00 - 16:30
,"This class focuses on pretty pole shapes with geometrical lines and goodsymmetry.Some of the shapes transferred from the yoga, and some of them were created onthe pole directly. int/adv",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/59slMW0,16:45 - 18:15
,"Breathwork ist ein Begriff, der sich auf alle Arten von Atemübungen oder -techniken bezieht. Es ist eine Reise nach innen. Die bewusste Atmung bringt den inneren Kritiker zum Schweigen und hilft, sich auf dein Inneres zu konzentrieren. Du erhältst Zugang zu neuen Einsichten und gewinnst Klarheit, die deinen emotionalen Zustand verbessert. Gehe den Dingen in deinem Leben auf den Grund und lasse los. In diesem Workshop gibt dir Frank einen Überblick über die Vielzahl von Atmentechniken und welche Vorteile eine bewusste Atmung in unserer modernen, schnelllebigen Gesellschaft hat. Außerdem probieren wir verschiedene Atemtechniken aus und lassen den Tag mit neuen Erkenntnissen über Deinen eigenen Körper ausklingen. Dieser Workshop ist für alle geeignet, die sich im Mindset und auf der mentalen Ebene weiterentwickeln wollen. Also gern Freund/Freundin, Bekannten und Verwanden bescheid sagen und eintauchen in eine neue Ebene des Bewusstseins.",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Samstag, 3. Februar 2024",https://www.eversports.de/e/workshop/FWyv3gp,16:45 - 18:15
,"This workshop is filled with tricks like regrips, jumps, drops and flips. During this class Dineke will teach you her favorites! After the warming-up wewill start with prepping different kind of grips, jumps and several start- and end poses. In order to master the movements, we will start with the keyelements of the tricks. When the fundament of the move is yours, you will go for the full trick. You will also learn how to spot each other correctlyand step by step you will work towards the most awesome ultra pole tricks! ab beg/int",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/gdRuiO9,10:30 - 12:00
,"Breathwork ist ein überbegriff für viele verschiedene Atemtechniken. Mit der Zirkulaer verbunden Atmung, die du in diese Sessions kennenlernen wirst, wirst du in einen tieferen Bewusstseinszustand versetzt. Dies ist ganz physkalisch erklärbar und wird das limbische System in deinem Gehirn atktivieren. Dadurch kannst du die innere Stimme stummschalten und fühlen, was wirklich in dir vor sich geht. Lass den Stress los, fühle die Emotionen und finde die Klarheit die du brauchst. Dieser Workshop ist für alle geeignet, die sich im Mindset und auf der mentalen Ebene weiterentwickeln wollen. Also gern Freund/Freundin, Bekannten und Verwanden bescheid sagen und eintauchen in eine neue Ebene des Bewusstseins. Es ist gut für eine Atemsession, wenn der Magen nicht zu sehr gefüllt ist.",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/edFh1ih,10:30 - 12:00
,"AL wIFToSr k&s hHoOpLD tSh at will help you to get stronger! They say ‘consistency is key’ and it definitely is, but before you can be consistence in something youneed to know how. In this workshop Dineke will show how to start with of deadlifts and explain the technique of her favourite power holds. She willshow step by step how to train for this. Because tricks like these aren’t going to happen overnight, you gotta work for it! You will start with several prepexercises on the floor that will help you build up strength for those specific tricks. In part two we’ll work with resistances bands and/or a pole buddythat will help you getting stronger and use the right techniques. During this workshop Dineke will give you options to make the giving exercises easieror harder. So, no matter what your level is, you will be challenged! alle Level",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/l467buh,12:15 - 13:45
,This workshop consists of signature pole tricks and transitions. We will learn withstep-by-step explanations of how to get all of them.«Make the hard ones look easy and the easy ones look hard» - Walter Hagen ab beg/int,Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/fvmjDvJ,12:15 - 13:45
,"A workshop filled with Dineke’s favourite flexy back moves. Thewarming-up will be followed by an intense back and shoulder stretchsession. Dineke will teach you her stretch routine, including floor andpole stretches. In the second part of this workshop we’ll go the pole.Step by step you’ll learn the techniques of the most pretty/badassflexy back tricks and combinations. all Levels",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/_YEPqgy,14:30 - 16:00
,"In this class, we are going to dance.The dance style of the choreography will becontemporary.Our aim is to improve musicality, dance, and artistic skills. all Level",Poledancestar,"Gabelsbergerstraße 1, 04317 Leipzig",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/J71eKxz,14:30 - 16:00
,"Hinweis zur Kleidung: Lässige und lockere Sportkleidung, Turnschuhe bzw. Sneaker (helle Sohle) - dazu bitte Wasser und Handtuch mitbringen. Der Fokus beim Twerken liegt ganz klar auf dem rhythmischen bewegen des Po's. Twerk hat sich die letzten Jahre als eigene Tanzrichtung entwickelt und erhält immer mehr Zuwachs in der Community und Anerkennung in der Tanzszene. Von kraftvollen und intensiven Twerk Kombinationen hat die Tanzrichtung auch eine sinnliche und weiche Seite. Der Workshop hat zwei Themen, zum ersten die Basics, wie funktioniert was und wie werden die Basics kombiniert. Mit dem Fitness Programm Twerxout® (Twerk&Workout) kombinieren wir die Basics zu rhythmischen Songs um eine Routine der Technik zu entwickeln. Das zweite Thema ist dann die Twerkography (Twerk&Choreo) hierbei geht es um den tänzerischen Part- ein Song, eine Choreo. Neben der Technik werden Ausdauer, Körperbeherrschung, Flexibilität und das Mindset gesteigert und gefördert. Twerk ist ein allround Workout was man nicht mehr missen möchte. Tolle Nebeneffekte wie Stärkung des Selbstbewusstsein und eigene Sinnlichkeit entdecken sind inklusive. Du hast eine Mitgliedschaft bei uns? Bitte melde dich via Mail (info@aerial-loft.de oder WhatsApp +491733429658 an und du erhältst 10% auf die DropIn)",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Hip Hop,"Samstag, 2. März 2024",https://www.eversports.de/e/workshop/N4v8WV0,14:30 - 16:00
,"​Was braucht man, um schön tanzen zu können? Graziöse, bezaubernde Körperbewegungen, ein gutes Rhythmusgefühl und, natürlich die Emotionen! Das Ganze lernen wir bei unserem Special Chair Dance Kurs mit Anastasiia. Statt an der Pole oder mit dem Hoop ist in diesem Training der Stuhl unser Tanzpartner. Du hast eine Mitgliedschaft bei uns? Bitte melde dich via Mail (info@aerial-loft.de oder WhatsApp +491733429658 an und du erhältst 10% auf die DropIn)",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Aerial Dance,"Samstag, 16. März 2024",https://www.eversports.de/e/workshop/onN7Doj,14:30 - 16:00
,"Akrobatische Figuren zu bauen fördert die Beweglichkeit, die Kraft und trainiert die Koordination. Aber es gibt noch einen viel wichtigeren Grund warum du diesen Workshop buchen solltest. Es macht unglaublich viel Spaß und bringt Menschen näher. Washington und Gaby sind leidenschaftliche Artisten und unterrichten nun zum zweiten mal bei uns den Partner Akrobatik Workshop. Schon beim letzten mal konnten Sie unsere Schüler mit außergewöhnlichen Vorübungen und interessanten Figuren begeistern. Auch dieses Mal wird wieder mit einer Menge Fun die Balance und Kraft trainiert. Du kannst auch ohne Partner kommen! Es findet sich immer jemand der mit dir die Übung gemeinsam ausführen wird. Tag: 04.02.23 Uhrzeit: 17 Bis 18:15 uhr Preis Externe 35€ Preis Abo Mitglieder 30€",Pole Paradise,Ticket Mitglieder,Akrobatik,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/1zI8wYx,17:00 - 18:15
,"-Be my Exotic Valentine- Das ist das Motto für diesen Exotic Pole Workshop. Im romantischen Stil lassen wir unsere Sinnlichkeit auf High Heels tanzen. Bringt gerne Heels, Knieschoner und ein rotes Outfit mit, wenn ihr habt. Aber auch ohne ist eine Teilnahme möglich. Am Ende wird es Zeit geben, um Videos und Bilder zu machen. Tag: 17.02.23 16:00-18:00 Uhr All Levels are welcome!",Pole Paradise,Ticket Abo Mitglieder,Tanzen,"Samstag, 17. Februar 2024",https://www.eversports.de/e/workshop/NLk1782,16:00 - 18:00
,"In diesem Workshop konzentrieren wir uns auf alle Bereiche, die für einen tiefen Backbend wichtig sind. Der Rücken wird mobilisiert, gekräftigt und beweglicher gemacht. Wir arbeiten an der Stabilität und stärken den oberen, mittleren, sowie unteren Rücken und die Halswirbelsäule. Die Schulter- und Hüftöffnung wird ebenfalls aktiv gestärkt und vertieft. Es wird zu jeder Übung verschiedene Varianten geben, somit ist der Kurs für alle Level geeignet.",Polearize,Externe/r Teilnehmer/in,Stretching,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/workshop/1m_jLPa,16:00 - 17:30
,"Im zweiten Teil des Workshops vollenden wir die im Oktober 2023 gelernt Hoop-Choreografie zu „Curiosity“ von Bryce Savage. Für die, die den ersten Teil verpasst haben, gibt es die Möglichkeit in der Mitte der Choreografie anzufangen. Die Hoops hängen wieder bodennah um Körper, Ring und Boden voll auszunutzen. Die Figuren werden mit eleganten Bewegungen zusammengefügt und geben dir die Möglichkeit neu kreativ zu werden. Der Workshop ist für Anfänger und Fortgeschrittene geeignet. Es hilft, wenn du schonmal eine Choreo getanzt hast. Wichtig: wir werden den ersten Teil nicht detailliert durchgehen. Nutzt zuvor die freien Trainingsstunden um die Choreografie nochmal aufzufrischen! Was benötige ich?",Polearize,Externe/r Teilnehmer/in,Aerial Hoop,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/5N9aoto,11:30 - 13:00
,"Be my Valentine 💝 - Sexy Chairdance Workshop 🔥 Bei diesem Workshop ist jede Bewegung eine Liebeserklärung an dich selbst (oder an eine Person deiner Wahl)😏 Wir lernen eine sexy Chair Choreographie auf Heels, die Herzen schneller schlagen lässt. Erlebe eine Mischung aus feurigen Bewegungen, sinnlichem Ausdruck und einer großen Portion Spaß. Gemeinsam gehen wir jede Bewegung Schritt für Schritt durch, sodass alle sie nachvollziehen können. Deswegen ist der Workshop für alle Level geeignet - keine Tanzvorkenntnisse erforderlich😍 Erfahrung auf Heels sind von Vorteil aber kein Muss👠 Bitte mitbringen: Heels und Knieschoner❗️ Der Workshop richtet sich an alle Personen, die Lust auf Chairdance haben, unabhängig ihres Geschlechts, ihrer sexuellen Identität oder ihrer Ethnizität. Alle sind willkommen und herzlich eingeladen 👀",Polearize,Externe/r Teilnehmer/in,Chairdance,"Samstag, 10. Februar 2024",https://www.eversports.de/e/workshop/7QwFsx3,13:30 - 15:00
,"Möchtest du auch gerne mal deine tänzerische Seite rauslassen? Dann ist unser Chair Dance Workshop perfekt für dich. Denn viel aufregender als nur auf einem Stuhl herumzusitzen ist der ästhetische Tanz vor, neben und auf dem Stuhl. Es erwartet dich eine großartige Choreografie, die neben tänzerischen Elementen auch etwas Floorwork und akrobatische Elemente beinhaltet. Für diesen Workshop sind keinerlei Vorkenntnisse notwendig.  Bitte bringe eine Leggins, Knieschoner und ein T-Shirt mit zum Workshop. Der Workshop kostet für Mitglieder einen Aufpreis von 6,00€.",Pole and Move Ketsch,Einzelticket,Fitness,"Samstag, 27. Januar 2024",https://www.eversports.de/e/workshop/d8-2jYm,12:30 - 13:40
,"Bist du bereit, deine Hüften zu bewegen und den Rhythmus zu spüren? 🤭 Willkommen zu unserem Twerking-Workshop! Twerking ist mehr als nur ein Tanzstil - es ist eine Ausdrucksform, die deine Kreativität und dein Selbstbewusstsein zum Ausdruck bringt.  In diesem Workshop lernst du: Welche Vorteile bieten die Twerking? Und das alles während du jede Menge Spaß hast!  Für unseren Twerking Workshop brauchst du keinerlei Vorkenntnisse, du musst einfach nur Lust haben etwas Neues zu lernen  Bitte bringe Knieschoner mit zum Workshop. Der Workshop kostet für Mitglieder einen Aufpreis von 6,00€.",Pole and Move Ketsch,Einzelticket,Poledance,"Samstag, 27. Januar 2024",https://www.eversports.de/e/workshop/m2bIKF_,13:45 - 14:55
,"Burlesque geht auf das italienische Wort ""burla"" zurück, was so viel wie ""Spaß"" bedeutet. Und genau den wirst du in diesem Workshop haben! Denn mittlerweile gehört auch Burlesque nicht mehr hinter verschlossene Türen. Du wirst lernen wie du dich sinnlich bewegst und auf witzige Weise verführst. Dabei kannst du eine ganz neue Seite an dir entdecken und und deine innere Burlesque-Tänzerin zum lachen bringen. Für diesen Workshop brauchst du keinerlei Vorerfahrungen. Dieser Workshop kostet für Mitglieder einen Aufpreis von 6€.",Pole and Move Ketsch,Einzelticket,Fitness,"Samstag, 2. März 2024",https://www.eversports.de/e/workshop/nZwqDWw,12:30 - 13:40
,"Du möchtest gerne den Handstand lernen und dir fehlt Geschicklichkeit oder Kraft? In diesem Workshop werden die Basics für den Handstand an der Pole geübt. Keine Sorge, du musst den Handstand nicht können oder perfekt halten. Dir werden Tricks gezeigt, wie du den Handstand besser halten kannst und Tipps gegeben welche Kraftübungen zum Ziel führen können. Es werden außerdem elegante Handstand Shapes mit passenden Transitions geübt. Dieser Workshop kostet 6 Euro Aufpreis.",Pole and Move Ketsch,Einzelticket,Fitness,"Samstag, 2. März 2024",https://www.eversports.de/e/workshop/NCNYd8p,13:45 - 14:55
,"Du bist neugierig und möchtest Polefitness einmal ganz unverbindlich ausprobieren,kennenlernen?! Dann bist du in diesem Kurs genau richtig. Melde dich an und erlerne die ersten Basics an der Pole. In angenehmer Atmosphäre kannst du dich von diesem Sport begeistern lassen. Du benötigst keine Vorerfahrungen oder besondere Fähigkeiten. Hier fangen alle bei Null an. Sei dabei !",PoleathletiX,"Industriestr 10, 22927 Celle",Poledance,"Begann am Mittwoch, 10. Januar 2024",https://www.eversports.de/e/workshop/bFfG7kg,"Industriestr 10, 22927 Celle"
,"Das Krankenkassen zertifizierte Konzept „Pilates- Die sanfte Kraft“ beinhaltet 10 Einheiten á 60 Minuten. Diese beginnen Donnerstag den 11.01.24 und enden am Donnerstag den 14.03.24.  In diesem Kurs steht deine persönliche Rückengesundheit im Vordergrund.  Gleichzeitig steigert das sanfte Training durch ruhige Übungen unter Einbeziehung der bewussten Atmung deine Entspannungsfähigkeit und somit deine psychischen Ressourcen. Die Kosten des Kurses betragen 120€ und werden von deiner Krankenkasse bis zu 100% bezuschusst.  Informiere dich doch ruhig vorab bei deiner Krankenkasse wie hoch deren Bezuschussung für diesen Kurs ausfällt, damit du deine eigenen anfallenden Kosten direkt kalkulieren kannst. Natürlich kannst du diesen Kurs aber auch ganz unabhängig von deiner Krankenkasse buchen. Benötigte Kleidung: Achte auf bequeme, bewegliche Sportkleidung. Eine Jacke oder Decke empfiehlt sich für die Schlussentspannung dabei zu haben.  Bitte bringe zu deinem Training immer etwas zu Trinken mit und achte darauf weder mit leerem, noch mit vollem Magen zu trainieren. Im Notfall kann ein Müsliriegel oder eine Banane schon Wunder wirken ;) Sei dabei und melde dich direkt an. Es ist eine Investition in dich und deine Gesundheit. 🫶🏼l",PoleathletiX,"Ticket für Do. 01.02.2024, 17:15 - 18:15",Pilates,"Begann am Donnerstag, 11. Januar 2024",https://www.eversports.de/e/workshop/fWcLCKr,"Industriestr 10, 22927 Celle"
,"Du bist neugierig und möchtest Polefitness einmal ganz unverbindlich ausprobieren,kennenlernen?! Dann bist du in diesem Kurs genau richtig. Melde dich an und erlerne die ersten Basics an der Pole. In angenehmer Atmosphäre kannst du dich von diesem Sport begeistern lassen. Du benötigst keine Vorerfahrungen oder besondere Fähigkeiten. Hier fangen alle bei Null an. Sei dabei ! Das solltest du beim Training dabei haben:-etwas zum trinken-ein kleines Handtuch-lange, elastische Sportkleidung, Kuschelsocken -kurze Kleidung für den nötigen Grip an der Pole",PoleathletiX,"Industriestr 10, 22927 Celle",Poledance,"Begann am Freitag, 12. Januar 2024",https://www.eversports.de/e/workshop/Tb_3jSS,"Industriestr 10, 22927 Celle"
,Jumping Fitness,PoleathletiX,"Ticket für Mo. 12.02.2024, 18:00 - 19:00",Bodyfit,"Beginnt am Montag, 29. Januar 2024",https://www.eversports.de/e/workshop/BCHRRb3,"Industriestr 10, 22927 Celle"
,"Chair Dance ist eine Tanzform, bei der ein Stuhl als Requisit für kreative und ausdrucksstarke Bewegungen genutzt wird. Innerhalb des Workshops erlernst du Schritt für Schritt eine kleine Choreografie in welcher Eleganz und Ausdruck miteinander verbunden wird. Bitte bringe zu diesem Workshop saubere Turnschuhe mit und trage Kleidung die flexibel ist und in der du dich wohl fühlst. Ebenso solltest du auch für diese Stunde etwas zum trinken dabei haben.Ich freue mich auf dich!",PoleathletiX,"Industriestr 10, 22927 Celle",Bodyfit,"Dienstag, 6. Februar 2024",https://www.eversports.de/e/workshop/LuQ-jUD,19:15 - 20:15
,"Du bist neugierig und möchtest Polefitness einmal ganz unverbindlich ausprobieren,kennenlernen?! Dann bist du in diesem Kurs genau richtig. Melde dich an und erlerne die ersten Basics an der Pole. In angenehmer Atmosphäre kannst du dich von diesem Sport begeistern lassen. Du benötigst keine Vorerfahrungen oder besondere Fähigkeiten. Hier fangen alle bei Null an. Sei dabei !",PoleathletiX,17:00 - 18:00,Poledance,"Beginnt am Mittwoch, 7. Februar 2024",https://www.eversports.de/e/workshop/wpcpX0U,"Industriestr 10, 22927 Celle"
,"Dieser Kurs richtet sich an frisch gebackene Mütter ab 10 Woche nach Entbindung bis 12 Monate nach Entbindung unter dem Motto ""Mehr Kraft und Fitness für Mütter, dank funktionellem Ganzkörpertraining."" YoungMamaFit ist ein Krankenkassen zertifiziertes Kurskonzept und wird finanziell bis zu 100% von deiner Krankenkasse übernommen.Inhalte des Kurses sind Muskelkräftigung, Entspannung, Steigerung der Ausdauer, Mobilisation und Dehnfähigkeit.In 10 Trainingseinheiten werden dir diese Bereiche zu einem besseren Wohlbefinden verhelfen können. Ebenso steht die Stabilisation und das Training der Bauchmuskulatur und des Beckenbodens im Fokus.Der Kurs ist perfekt als Ergänzung zu einem Rückbildungskurs. Du kannst ihn parallel absolvieren, oder im Anschluss eines Rückbildungskurses. Dein Baby ist bei diesem Training herzlichst Willkommen. Bitte bringe zum Training etwas zum trinken mit, wärmende, elastische Kleidung, mit der Möglichkeit zum ablegen einiger Kleidungsstücke (Zwiebellook). Wir trainieren ohne Schuhe. Entweder Barfuß, oder gern auch mit ABS-Socken. Solltest du noch ungeklärte Fragen auf dem Herzen haben, so schreibe gern eine Nachricht. (Whatsapp, Instagram, E-Mail) ",PoleathletiX,"Ticket für Do. 15.02.2024, 10:15 - 11:15",Bodyfit,"Beginnt am Donnerstag, 8. Februar 2024",https://www.eversports.de/e/workshop/csrqGyT,"Industriestr 10, 22927 Celle"
,In unserem Workshop 'Twerk it' lernst du Twerking Basic Moves zusammengesetzt zu einer einfachen Choreographie. Spaß an rhythmischen Bewegungen stehen hier im Vordergrund. Bitte zum Workshop mitbringen:°ein sauberes Paar Turnschuhe°etwas zum trinken°idealerweise auch Knieschoner,PoleathletiX,"Industriestr 10, 22927 Celle",Pound Fit,"Sonntag, 11. Februar 2024",https://www.eversports.de/e/workshop/rXgOpSM,12:00 - 13:00
,"Chair Dance ist eine Tanzform, bei der ein Stuhl als Requisit für kreative und ausdrucksstarke Bewegungen genutzt wird. Innerhalb des Workshops erlernst du Schritt für Schritt eine kleine Choreografie in welcher Eleganz und Ausdruck miteinander verbunden wird. Bitte bringe zu diesem Workshop saubere Turnschuhe mit und trage Kleidung die flexibel ist und in der du dich wohl fühlst. Ebenso solltest du auch für diese Stunde etwas zum trinken dabei haben.Ich freue mich auf dich!",PoleathletiX,"Industriestr 10, 22927 Celle",Bodyfit,"Dienstag, 20. Februar 2024",https://www.eversports.de/e/workshop/GPwT8hl,19:15 - 20:15
,"8 Einheiten á 60 Minuten warten auf dich.  Die Kosten des Kurses betragen 100€ und werden von deiner Krankenkasse bis zu 100% bezuschusst.  Informiere dich doch ruhig vorab bei deiner Krankenkasse wie hoch deren Bezuschussung für diesen Kurs ausfällt, damit du deine eigenen anfallenden Kosten direkt kalkulieren kannst. Natürlich kannst du diesen Kurs aber auch ganz unabhängig von deiner Krankenkasse buchen. Benötigte Kleidung: Achte auf bequeme, bewegliche Sportkleidung. Eine Jacke oder Decke empfiehlt sich für die Schlussentspannung dabei zu haben.  Bitte bringe zu deinem Training immer etwas zu Trinken mit und achte darauf weder mit leerem, noch mit vollem Magen zu trainieren. Im Notfall kann ein Müsliriegel oder eine Banane schon Wunder wirken ;) Sei dabei und melde dich direkt an. Es ist eine Investition in dich und deine Gesundheit. 🫶🏼l",PoleathletiX,17:15 - 18:15,Dehnung/Flexibilität,"Beginnt am Donnerstag, 21. März 2024",https://www.eversports.de/e/workshop/Q4B35ej,"Industriestr 10, 22927 Celle"
,"In diesem Kurs zeigen wir dir, wie du Pole-Bewegungen und Tricks mit lyrischem Tanz auf eine coole Art verbindest. Der lyrische Tanz ist nicht nur elegant, sondern auch mega ausdrucksstark – hier geht es um Emotionen und die Freiheit der Bewegung! Wir setzen noch einen drauf, indem wir auch Contemporary-Elemente einbauen. Das wird nicht nur kraftvoll und mitreißend, sondern bringt auch deine Fluidität auf und neben dem Pole auf das nächste Level. Sei dabei und lass dich von der Fusion aus Anmut und Power mitreißen!",Flow Fusion Pole-Aerial-Dance Studio,"Platenstraße 64, 90441 Nürnberg",Choreographie,"Donnerstag, 22. Februar 2024",https://www.eversports.de/e/workshop/pcj6I1Q,19:00 - 20:30
