Klassenname,Beschreibung,Studio Name,Standort,Kategorie,Datum,URL_E,Zeit
"""Pole Choreo"" Holiday Special (CS02)",Du hast erste Erfahrungen an der Pole gemacht? Einzelne Moves und kleine Kombis hast Du schon gelernt? Du möchtest nun das Gelernte kombinieren und zu einer Choreographie tanzen? Dann bist Du hier richtig. Wir lernen Moves und Spins zu kombinieren und ergänzen mit Floorwork zu einer Choreographie. Wir verbessern den Poleflow (flüssige Bewegungen) und perfektionieren das bisher Gelernte. Voraussetzung: abgeschlossenes Poledance Level 1,UpsideDown Studio Friedrichsdorf,Einzelticket,Poledance,"Samstag, 23. Dezember 2023",https://www.eversports.de/e/class/LAAeIxf,10:30 - 12:00
Poledance TEENS (12-17 Jahre) - Beginner (0033),"Du hast schon viel von Poledance gehört und möchtest auch endlich damit beginnen bist aber noch nicht Volljährig? Dann ist dieser Einsteigerkurs genau das Richtige. Hier findest Du Gleichgesinnte Teens und übst viele verschiedene Basicübungen an der Stange. Tänzerisch und mit viel Spaß baust Du Kraft und Beweglichkeit für die ersten Spins, Tricks und Kombinationen auf. Du lernst, die einzelnen Moves fließend aneinanderzufügen und die ersten Tricks an der Pole sind auch schon dabei. Voraussetzungen: keine",UpsideDown Studio Friedrichsdorf,Einzelticket,Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/wuSGhil,16:45 - 18:00
"Zirkus Kids ""Midi"" (7-9 Jahre)","In diesem Luftakrobatik-Kurs für Kinder ab 7 Jahren unterrichten wir tänzerische und akrobatische Elemente im Luftring (Aerial Hoop), im Tuch (Aerial Hammock und Silks) und an der Stange (Pole Dance). Das Training wird durch Turnen am Boden, unterstützendes Krafttraining und Dehnübungen und ergänzt. Alle Bewegungen werden altersgerecht vermittelt. Tricks an den Geräten, Technik-Training, Bewegungsspiele und Partnerübungen wechseln sich ab – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund. Sicherheit und ein gesundheitsförderndes Training für Kinder sind uns sehr wichtig!",UpsideDown Studio Friedrichsdorf,16:00 - 17:00,Kindersport,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/GA0iWMW,16:00 - 17:00
Poledance Schnupperstunde,"Hier könnt ihr in unsere Poledancekurse unverbindlich hineinschnuppern! Entdecke Poledance für Dich und mach deine ersten Spins, Tricks oder Tanzbewegungen an der Stange. In dieser Einheit bekommst du einen kleinen Eindruck von den Kursen und wir hoffen, Dich da schon mit dem PoleFieber anstecken zu können. Poledance ist für jede Frau (gerne auch Mann :-)) geeignet, egal mit welchem Körperbau oder Fitnesslevel. Anfänger sind erwünscht! Man wird stärker und flexibler, lernt zu tanzen und vor allem macht es ganz viel Spaß! Achtung: Poledance macht süchtig!",UpsideDown Studio Friedrichsdorf,Einzelticket,Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/VBO0Ede,16:45 - 17:45
Freies Training,"Freies Training für Poledance und Aerial. Hier könnt ihr selbstständig das bereits Gelernte im Studio üben und festigen. Es ist zwar ein Trainer anwesend, aber nur zur Beaufsichtigung. Bitte im Vorhinein Bescheid geben falls Hoop erwünscht ist, damit wir alles rechtzeitig aufbauen können.",UpsideDown Studio Friedrichsdorf,Einzelticket,Poledance,"Samstag, 23. Dezember 2023",https://www.eversports.de/e/class/lXhEkiH,12:00 - 13:15
Poledance - Mixed Level 3-4 (0094),"Jetzt hast Du schon Level 4 hinter Dir! Um die gelernten Bewegungen zu üben und zu festigen, setzen wir in diesem Kurs den Fokus auf Trick-Kombinationen und schönen Übergängen. Ideal ist der Kurs auch, wenn Du vor Level 5 noch einmal alles wiederholst und zu kombinieren lernst. Voraussetzung: abgeschlossenes Level 4 oder Leghangs, Aerial Invert, Superman",UpsideDown Studio Friedrichsdorf,Einzelticket,Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/1UNpvFc,18:00 - 19:15
"Zirkus Kids ""Midi"" (7-9 Jahre)","In diesem Luftakrobatik-Kurs für Kinder ab 7 Jahren unterrichten wir tänzerische und akrobatische Elemente im Luftring (Aerial Hoop), im Tuch (Aerial Hammock und Silks) und an der Stange (Pole Dance). Das Training wird durch Turnen am Boden, unterstützendes Krafttraining und Dehnübungen und ergänzt. Alle Bewegungen werden altersgerecht vermittelt. Tricks an den Geräten, Technik-Training, Bewegungsspiele und Partnerübungen wechseln sich ab – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund. Sicherheit und ein gesundheitsförderndes Training für Kinder sind uns sehr wichtig!",UpsideDown Studio Friedrichsdorf,17:00 - 18:00,Kindersport,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/fzB4fhp,17:00 - 18:00
SpinningPole Intermediate (0031),Du hast bereits erste Erfahrungen an der Pole gesammelt und möchtest jetzt endlich mal an die selbstdrehende Stange? Dann bist Du hier genau Richtig! In diesem Kurs lernst du neue Bewegungen und Kombinationen an der SpinningPole. (Voraussetzung: abgeschlossenes Level 3),UpsideDown Studio Friedrichsdorf,Einzelticket,Poledance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/T-pt4MO,19:00 - 20:15
PoleDance - Mixed Level 3-4 (0003),"In diesen Einheiten lernen wir neue Figuren, Tricks und Spins oder Variationen daraus. Diese kombinieren wir und üben, Kombinationen flüssig zu tanzen. Wir bauen gemeinsam Kraft auf, um anspruchsvollere Figuren an der Pole ausführen zu können. Voraussetzung: Klettern und Invert Bitte bringe kurze Hosen und ein kleines Handtuch mit. Wir freuen uns, wenn Du dabei bist! !Gerne kannst Du auch online teilnehmen. Schreibe uns einfach eine Mail.",UpsideDown Studio Friedrichsdorf,Einzelticket,Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/Q4J1OA9,19:15 - 20:30
"""Christmas Special"" PoleChoreo (SP03)","...jetzt stimmen wir uns auf Weihnachten ein mit einer Poledance Weihnachts-Choreografie. Wir werden uns um die Stange drehen, Tricks kombinieren und FloorWork machen alles in dem Motto ""Christmas"". Du wirst deinen Poleflow (flüssige Bewegungen) verbessern und die Tricks, die du bis jetzt gelernt hast, perfektionieren. Voraussetzung: abgeschlossenes Poledance Level 2",UpsideDown Studio Friedrichsdorf,Einzelticket,Poledance,"Donnerstag, 21. Dezember 2023",https://www.eversports.de/e/class/bUZsBMS,19:00 - 20:30
Poledance TEENS (12-17 Jahre) - Beginner (0033),"Du hast schon viel von Poledance gehört und möchtest auch endlich damit beginnen bist aber noch nicht Volljährig? Dann ist dieser Einsteigerkurs genau das Richtige. Hier findest Du Gleichgesinnte Teens und übst viele verschiedene Basicübungen an der Stange. Tänzerisch und mit viel Spaß baust Du Kraft und Beweglichkeit für die ersten Spins, Tricks und Kombinationen auf. Du lernst, die einzelnen Moves fließend aneinanderzufügen und die ersten Tricks an der Pole sind auch schon dabei. Voraussetzungen: keine",UpsideDown Studio Friedrichsdorf,Einzelticket,Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/wuSGhil,16:45 - 18:00
Poledance - Mixed Level 3-4 (0094),"Jetzt hast Du schon Level 4 hinter Dir! Um die gelernten Bewegungen zu üben und zu festigen, setzen wir in diesem Kurs den Fokus auf Trick-Kombinationen und schönen Übergängen. Ideal ist der Kurs auch, wenn Du vor Level 5 noch einmal alles wiederholst und zu kombinieren lernst. Voraussetzung: abgeschlossenes Level 4 oder Leghangs, Aerial Invert, Superman",UpsideDown Studio Friedrichsdorf,Einzelticket,Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/1UNpvFc,18:00 - 19:15
"Zirkus Kids ""Midi"" (7-9 Jahre)","In diesem Luftakrobatik-Kurs für Kinder ab 7 Jahren unterrichten wir tänzerische und akrobatische Elemente im Luftring (Aerial Hoop), im Tuch (Aerial Hammock und Silks) und an der Stange (Pole Dance). Das Training wird durch Turnen am Boden, unterstützendes Krafttraining und Dehnübungen und ergänzt. Alle Bewegungen werden altersgerecht vermittelt. Tricks an den Geräten, Technik-Training, Bewegungsspiele und Partnerübungen wechseln sich ab – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund. Sicherheit und ein gesundheitsförderndes Training für Kinder sind uns sehr wichtig!",UpsideDown Studio Friedrichsdorf,16:00 - 17:00,Kindersport,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/GA0iWMW,16:00 - 17:00
"Zirkus Kids ""Midi"" (7-9 Jahre)","In diesem Luftakrobatik-Kurs für Kinder ab 7 Jahren unterrichten wir tänzerische und akrobatische Elemente im Luftring (Aerial Hoop), im Tuch (Aerial Hammock und Silks) und an der Stange (Pole Dance). Das Training wird durch Turnen am Boden, unterstützendes Krafttraining und Dehnübungen und ergänzt. Alle Bewegungen werden altersgerecht vermittelt. Tricks an den Geräten, Technik-Training, Bewegungsspiele und Partnerübungen wechseln sich ab – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund. Sicherheit und ein gesundheitsförderndes Training für Kinder sind uns sehr wichtig!",UpsideDown Studio Friedrichsdorf,17:00 - 18:00,Kindersport,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/fzB4fhp,17:00 - 18:00
SpinningPole Intermediate (0031),Du hast bereits erste Erfahrungen an der Pole gesammelt und möchtest jetzt endlich mal an die selbstdrehende Stange? Dann bist Du hier genau Richtig! In diesem Kurs lernst du neue Bewegungen und Kombinationen an der SpinningPole. (Voraussetzung: abgeschlossenes Level 3),UpsideDown Studio Friedrichsdorf,Einzelticket,Poledance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/T-pt4MO,19:00 - 20:15
Poledance Schnupperstunde,"Hier könnt ihr in unsere Poledancekurse unverbindlich hineinschnuppern! Entdecke Poledance für Dich und mach deine ersten Spins, Tricks oder Tanzbewegungen an der Stange. In dieser Einheit bekommst du einen kleinen Eindruck von den Kursen und wir hoffen, Dich da schon mit dem PoleFieber anstecken zu können. Poledance ist für jede Frau (gerne auch Mann :-)) geeignet, egal mit welchem Körperbau oder Fitnesslevel. Anfänger sind erwünscht! Man wird stärker und flexibler, lernt zu tanzen und vor allem macht es ganz viel Spaß! Achtung: Poledance macht süchtig!",UpsideDown Studio Friedrichsdorf,Einzelticket,Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/VBO0Ede,16:45 - 17:45
PoleDance - Mixed Level 3-4 (0003),"In diesen Einheiten lernen wir neue Figuren, Tricks und Spins oder Variationen daraus. Diese kombinieren wir und üben, Kombinationen flüssig zu tanzen. Wir bauen gemeinsam Kraft auf, um anspruchsvollere Figuren an der Pole ausführen zu können. Voraussetzung: Klettern und Invert Bitte bringe kurze Hosen und ein kleines Handtuch mit. Wir freuen uns, wenn Du dabei bist! !Gerne kannst Du auch online teilnehmen. Schreibe uns einfach eine Mail.",UpsideDown Studio Friedrichsdorf,Einzelticket,Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/Q4J1OA9,19:15 - 20:30
"""Christmas Special"" PoleChoreo (SP03)","...jetzt stimmen wir uns auf Weihnachten ein mit einer Poledance Weihnachts-Choreografie. Wir werden uns um die Stange drehen, Tricks kombinieren und FloorWork machen alles in dem Motto ""Christmas"". Du wirst deinen Poleflow (flüssige Bewegungen) verbessern und die Tricks, die du bis jetzt gelernt hast, perfektionieren. Voraussetzung: abgeschlossenes Poledance Level 2",UpsideDown Studio Friedrichsdorf,Einzelticket,Poledance,"Donnerstag, 21. Dezember 2023",https://www.eversports.de/e/class/bUZsBMS,19:00 - 20:30
"""Pole Choreo"" Holiday Special (CS02)",Du hast erste Erfahrungen an der Pole gemacht? Einzelne Moves und kleine Kombis hast Du schon gelernt? Du möchtest nun das Gelernte kombinieren und zu einer Choreographie tanzen? Dann bist Du hier richtig. Wir lernen Moves und Spins zu kombinieren und ergänzen mit Floorwork zu einer Choreographie. Wir verbessern den Poleflow (flüssige Bewegungen) und perfektionieren das bisher Gelernte. Voraussetzung: abgeschlossenes Poledance Level 1,UpsideDown Studio Friedrichsdorf,Einzelticket,Poledance,"Samstag, 23. Dezember 2023",https://www.eversports.de/e/class/LAAeIxf,10:30 - 12:00
Freies Training,"Freies Training für Poledance und Aerial. Hier könnt ihr selbstständig das bereits Gelernte im Studio üben und festigen. Es ist zwar ein Trainer anwesend, aber nur zur Beaufsichtigung. Bitte im Vorhinein Bescheid geben falls Hoop erwünscht ist, damit wir alles rechtzeitig aufbauen können.",UpsideDown Studio Friedrichsdorf,Einzelticket,Poledance,"Samstag, 23. Dezember 2023",https://www.eversports.de/e/class/lXhEkiH,12:00 - 13:15
Pole Fitness (Anfänger),"Dieses Level ist für alle geeignet die an unserem Einsteigerkurs teilgenommen haben oder schon woanders Erfahrung an der Pole sammeln konnten. Was du hier auf jeden Fall beherrschen solltest: Einfach Spins wie Step around, Pirouette, Fireman, Back & Front Hook zudem einen Basic Climb und Cross knee seat, Martini Girl, Ornament, Cruxifix, Butterflyhandstand, Forearm Stand an die Pole. Eleganz, Kraft, Beweglichkeit und ein besseres Körpergefühl: Mit Pole Fitness stärkst du nicht nur deine Muskeln, sondern auch dein Selbstbewusstsein. Durch den Besuch unserer Kurse wirst du mit der Zeit an Kraft gewinnen und fitter werden. Der Spaß dabei steht natürlich immer im Vordergrund. Und damit deine Erfolge mit deiner Kraft wachsen bieten wir verschiedene Kursstufen an, die dich deinem persönlichen Ziel näher bringen. In diesem Level bauen wir auf den erlernten Grundlagen aus dem Einsteigerkurs auf und arbeiten an neuen Tricks und kurzen Kombinationen mit denen auch zunehmend deine Kraft und Ausdauer wächst. Hinweis zur Bekleidung: Am besten kurze Hose und T-Shirt/Sport BH. Wasser und Handtuch einpacken und vorher nicht eincremen",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Aerial Dance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/SCq7SaA,17:00 - 18:00
Pole Fitness (Mittelstufe),"Eleganz, Kraft, Beweglichkeit und ein besseres Körpergefühl: Mit Pole Fitness stärkst du nicht nur deine Muskeln, sondern auch dein Selbstbewusstsein. Durch den Besuch unserer Kurse wirst du mit der Zeit an Kraft gewinnen und fitter werden. Der Spaß dabei steht natürlich immer im Vordergrund. Und damit deine Erfolge mit deiner Kraft wachsen bieten wir verschiedene Kursstufen an, die dich deinem persönlichen Ziel näher bringen. Dieses Level ist für alle geeignet die bereits Pole Fitness gemacht haben und eine gewisse Ausdauer sowie eine gute Basis an Kraft haben um mit dem eigenen Körpergewicht zu arbeiten. Was du hier auf jeden Fall beherrschen solltest: Straddle Invert, Inside - &Outside Leghang, Butterfly, Jasmine, Genie, Ornament, Tinkerbell. Hinweis zur Bekleidung: Am besten kurze Hose und T-Shirt/Sport BH. Wasser und Handtuch einpacken und vorher nicht eincremen",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Aerial Dance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/AVxPw9l,18:15 - 19:15
Aerial Yoga,"Hinweis zur Bekleidung: Lange bequeme Hose/Leggings und T-Shirt mit Ärmeln! Dazu Wasser und Handtuch einpacken :) Schwerelos Yoga im Tuch zu üben. Egal ob für Yoga geübte oder totale Neulinge, diese zusätzlich Dimension schafft Flexibilität, Leichtigkeit, Kraft, Freude und Entspannung. Dabei ist Aerial Yoga, wie Yoga auf der Matte, mal ruhig, restorativ und entspannend – kann aber auch verspielt, dynamisch und kraftvoll sein. Es geht um Kontrolle abgeben und viel um Vertrauen, mal die Perspektive wechseln und den Mut haben seine eigenen Grenzen zu überschreiten. Aerial Yoga ist eine bunte Mischung aus allem mit jeder Menge Spaß und Freude. Aerial Yoga hat eine positive Wirkung auf das Nerven und Lymphsystem und eine harmonisierende Wirkung auf Körper und Geist. Es werden alle Muskelgruppen und auch die Tiefenmuskulatur angesprochen. Positiver Nebeneffekt: Im Tuch gibt es die Faszienmassage gratis dazu und das Gleichgewicht und das Gefühl für die Schwerkraft wird ebenfalls geschult.",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Aerial Yoga,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/M87njgU,19:30 - 21:00
Pole Fitness (Fortgeschritten),"Eleganz, Kraft, Beweglichkeit und ein besseres Körpergefühl: Mit Pole Fitness stärkst du nicht nur deine Muskeln, sondern auch dein Selbstbewusstsein. Durch den Besuch unserer Kurse wirst du mit der Zeit an Kraft gewinnen und fitter werden. Der Spaß dabei steht natürlich immer im Vordergrund. Und damit deine Erfolge mit deiner Kraft wachsen bieten wir verschiedene Kursstufen an, die dich deinem persönlichen Ziel näher bringen. Dieses Level ist für alle geeignet die bereits Pole Fitness gemacht haben und eine gewisse Ausdauer sowie eine gute Basis an Kraft haben um mit dem eigenen Körpergewicht zu arbeiten. Was du hier auf jeden Fall beherrschen solltest: Straddle Invert, Inside- & Outside Leghang, Brassmonkey, Butterfly, Ayesha, Cupid, Seahorse, Superman, Shouldermount & -dismount. Hinweis zur Bekleidung: Am besten kurze Hose und T-Shirt/Sport BH. Wasser und Handtuch einpacken und vorher nicht eincremen",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Aerial Dance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/Hsc60HX,19:30 - 21:00
Ballett Bijou,"Eleganz, Kraft, Beweglichkeit und ein besseres Körpergefühl: Beim Ballett Bijou lernst du Elemente aus dem klassischen Ballett und bekommst so ein besseres Körpergefühl, verbesserst deine Beweglichkeit und lernst Kraftvollen Bewegungen die gewisse Eleganz und Leichtigkeit zu verleihen. Langfristig formst du also nicht nur deinen Körper, sondern arbeitest gleichzeitig an einer besseren Ausführung deiner Bewegungen und stärkst und streckst dabei deine Muskeln. Hinweis zur Bekleidung: Am besten kurze Hose oder Leggings und T-Shirt/Sport BH und Socken. Wasser und Handtuch bereitstellen.",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Aerial Dance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/bLIwcqu,17:15 - 18:15
Stretch & Strength (Front Split),"Hinweis: Bitte bringe deine eigene Matte, kleines Handtuch, weiße Socken und was zu Trinken mit. Steigere deine Flexibilität um anspruchsvollere Pole-Moves zu lernen oder einfach um rundum zu entspannen. Finde mit kontinuierlichem Stretching das fehlende Bindeglied zu deinem Training und schützte deine Muskeln vor Verletzungen und richtet deinen Körper neu aus. Mit diesem 60-Minütigen Kurs bereitest du dich zudem ideal auf den nachfolgenden Aerial Kurs vor :) Aber auch im Anschluss an einen Kurs ist Stretching immer gut",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Aerial Dance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/D9psSrE,18:30 - 19:30
Aerial Hoop (Mittelstufe),"Hier lernst du eine andere Art von Luftakrobatik bei der man sich in einem Ring bewegt. Der Spaß dabei steht natürlich immer im Vordergrund. Und damit deine Erfolge mit deiner Kraft wachsen bieten wir verschiedene Kursstufen an, die dich deinem persönlichen Ziel näher bringen. Mittelstufe: Dieses Level bringt dich etwas höher an die obere Kannte des Hoops und wir verbinden zunehmend mehr Figuren und arbeiten auch an Drops. Was du hier auf jeden Fall beherrschen solltest: Alle Basiselemente aus dem Anfängerlevel, Straddle Invert unter dem Hoop, verschiedene Wege in den Hoop, Cradle, Delilah, Birdie, Half Split am Hoop, Shoulderstand & Variationen sowie Elemente aus der Gazellefamilie. Hinweis zur Bekleidung: Bitte Leggins und T-Shirt anziehen, mit kurzer Hose kann die Haut sehr gereizt werden und es entstehen Verbrennungen. Dazu Handtuch und Wasser einpacken und vor dem Training nicht eincremen.",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Aerial Dance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/qW9gSnc,18:30 - 19:30
Open Training (Pole),​Beim Open Training hast du die Gelegenheit selbst an neue Tricks zu arbeiten oder auch um alte zu wiederholen. Du arbeitest eigenständig an Tricks und Abfolgen die du lernen oder wiederholen möchtest. Es gilt selbst organisiertes Training.,Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Polesport,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/Spx7rtg,18:30 - 19:45
Aerial Hoop (Anfänger),"Hier lernst du eine andere Art von Luftakrobatik bei der man sich in einem Ring bewegt. Der Spaß dabei steht natürlich immer im Vordergrund. Und damit deine Erfolge mit deiner Kraft wachsen bieten wir verschiedene Kursstufen an, die dich deinem persönlichen Ziel näher bringen. Anfänger: Dieses Level ist für alle die an unserem Einsteigerkurs teilgenommen haben oder bereits Erfahrung an der Pole haben und nun auch Aerial Hoop probieren wollen. Dies genau der richtige Kurs um neue Bewegungen zu lernen. Zudem sind die Stunden auch perfekt um an deiner Kraft, Ausdauer und Flexibilität zu arbeiten. Also eine sehr gute Möglichkeit um dein Können zu perfektionieren. Was du bereits können solltest: Birdie, Cradle, Star on the Bar, Delilah, Side Amazon, Man in the Moon ​Hinweis zur Bekleidung: Bitte Leggins und T-Shirt anziehen, mit kurzer Hose kann die Haut sehr gereizt werden und es entstehen Verbrennungen. Dazu Handtuch und Wasser einpacken.",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Aerial Dance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/4fbVp4e,19:45 - 20:45
Flow it out - Heels Edition (Anfänger & above),"Vergesst alles, was die Woche nicht geklappt hat, ob ihr guten oder schlechten Grip hattet und Flow it Out! Dieser Kurs ist die perfekte Ergänzung zu Pole Fitness. Jedoch geht es vielmehr darum, Bewegungen elegant zu verbinden und mit der Musik zu tanzen. Hier lernt ihr Tanzgrundlagen und Bewegungen, die dann an der Pole zu einem schönen Flow verbunden werden. Im Fokus steht jedoch einfach Spaß zu haben. Du solltest für die Teilnahme bereits Erfahrung an der Pole haben oder unseren Einsteigerkurs besucht haben. Hinweis zur Bekleidung: Heels wer mag, bitte unbedingt Knieschoner, Kniestrümpfe, lange und kurze Hose und T-Shirt mitbringen. Dazu Handtuch und Wasser einpacken und vor dem Training nicht eincremen.",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Poledance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/lK7ta7A,19:45 - 21:15
Pole Fitness - All about Basics I (Alle Level),"In dieser Stunde wird besonders an Basis Elementen gearbeitet um deine Technik an der Pole zu festigen und auch um deine Bewegungen an der Pole fließender zu machen. Klingt langweilig? Lass dich da mal nicht täuschen ... Hast du je bewundert wie einfach Bewegungen trotzdem absolut faszinierend aussehen? Die Antwort ist: Immer und immer wieder üben bis du sie mit geschlossenen Augen tun kannst. Und genau dafür ist diese Stunde gedacht. Es gibt immer eine Möglichkeit die Bewegung noch sauberer auszuführen, sie einen ticken schwieriger zu gestalten oder auch einfach nur an den Punkt zu kommen wo du deinen eigenen Stil mit einbringst. Du wirst merken je besser die Basis sitzt umso einfacher ist es auch auf fortgeschrittenem Level neues zu lernen. Zudem ... Basis Elemente sind nicht nur einfach Spins oder Pole Seats, auch der Outside oder Insideleghang wird dir in dieser Stunde begegnen. Ähnlich wie bei den Pole Fitness Shapes Kursen werden dir auch hier immer mal wieder unterschiedliche Schwierigkeitsstufen für die gleiche Sache dabei sein. Dieses Level ist für alle offen, vorausgesetzt der Einsteigerkurs ist abgeschlossen oder es besteht bereits Erfahrung an der Pole. Du hast schon mal woanders Pole Fitness probiert? Dann kannst du natürlich auch direkt ohne Einsteigerkurs einsteigen. Was du hier auf jeden Fall beherrschen solltest: Einfach Spins wie Step around, Pirouette, Fireman, Back & Front Hook zudem einen Basic Climb und Cross Knee-Seat Hinweis zur Bekleidung: Am besten kurze Hose und T-Shirt/Sport BH. Wasser und Handtuch einpacken und vorher nicht eincremen",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Polesport,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/M-fGBBr,17:30 - 18:30
Pole Fitness (Anfänger),"Dieses Level ist für alle geeignet die an unserem Einsteigerkurs teilgenommen haben oder schon woanders Erfahrung an der Pole sammeln konnten. Was du hier auf jeden Fall beherrschen solltest: Einfach Spins wie Step around, Pirouette, Fireman, Back & Front Hook zudem einen Basic Climb und Cross knee seat, Martini Girl, Ornament, Cruxifix, Butterflyhandstand, Forearm Stand an die Pole. Eleganz, Kraft, Beweglichkeit und ein besseres Körpergefühl: Mit Pole Fitness stärkst du nicht nur deine Muskeln, sondern auch dein Selbstbewusstsein. Durch den Besuch unserer Kurse wirst du mit der Zeit an Kraft gewinnen und fitter werden. Der Spaß dabei steht natürlich immer im Vordergrund. Und damit deine Erfolge mit deiner Kraft wachsen bieten wir verschiedene Kursstufen an, die dich deinem persönlichen Ziel näher bringen. In diesem Level bauen wir auf den erlernten Grundlagen aus dem Einsteigerkurs auf und arbeiten an neuen Tricks und kurzen Kombinationen mit denen auch zunehmend deine Kraft und Ausdauer wächst. Hinweis zur Bekleidung: Am besten kurze Hose und T-Shirt/Sport BH. Wasser und Handtuch einpacken und vorher nicht eincremen",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Aerial Dance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/clflJlb,18:45 - 19:45
Pole Fitness - All about Basics II (higher Beginner to intermediate),"In dieser Stunde wird besonders an etwas schwierigen Basis Elementen gearbeitet um deine Technik an der Pole zu festigen und auch um deine Bewegungen an der Pole fließender zu machen. Klingt langweilig? Lass dich da mal nicht täuschen ... Hast du je bewundert wie einfach Bewegungen trotzdem absolut faszinierend aussehen? Die Antwort ist: Immer und immer wieder üben bis du sie mit geschlossenen Augen tun kannst. Und genau dafür ist diese Stunde gedacht. Es gibt immer eine Möglichkeit die Bewegung noch sauberer auszuführen, sie einen ticken schwieriger zu gestalten oder auch einfach nur an den Punkt zu kommen wo du deinen eigenen Stil mit einbringst. Du wirst merken je besser die Basis sitzt umso einfacher ist es auch auf fortgeschrittenem Level neues zu lernen. Zudem ... Basis Elemente sind nicht nur einfach Spins oder Pole Seats sondern auch Leghangs und Inverts vom Boden und in der Luft werden dir neben ein paar anderen tollen Sachen in dieser Stunde begegnen. Ähnlich wie bei den Pole Fitness Shapes Kursen werden dir auch hier immer mal wieder unterschiedliche Schwierigkeitsstufen für die gleiche Sache dabei sein. Dieses Level ist für alle die das Gefühl haben noch einen Übergang zur Mittelstufe zu brauchen oder auch nur den Drill zum letzten i-Tüpfelchen zu wollen. In dieser Stunde begegnen dir kurze Combos aber auch zum Beispiel ein Butterfly, Superman, Vorbereitung zur Aeysha … viele tolle Moves mit einem Ein- und Ausgang die viel Geduld und kontinuierliches wiederholen brauchen. Du hast schon mal woanders Pole Fitness probiert? Dann kannst du natürlich auch direkt ohne Einsteigerkurs oder andere Kurse bei uns einsteigen. Was du hier auf jeden Fall beherrschen solltest: Einfach Spins wie Step around, Pirouette, Fireman, Back & Front Hook zudem einen Basic Climbs (2-3 in Folge) Crucifix und Cross Knee-Seat, Invert vom Boden & Outsideleghang Hinweis zur Bekleidung: Am besten kurze Hose und T-Shirt/Sport BH. Wasser und Handtuch einpacken und vorher nicht eincremen",Aerial Loft,"Solitudestraße 48, 71638 Ludwigsburg",Polesport,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/CGsANbr,20:00 - 21:00
